collaborative,num_albums,num_tracks,num_followers,num_edits,duration_ms,num_artists
0,11,11,1,3,2184089,11
0,44,48,1,37,10159133,30
0,20,51,2,12,14761512,7
0,44,68,8,34,15718693,28
0,74,91,1,14,22586496,53
0,57,68,1,21,16905776,39
0,93,133,1,20,32268820,56
0,61,62,1,26,14614294,57
0,51,59,1,3,14531977,9
0,31,33,4,16,7554888,28
0,58,67,1,31,14948702,45
0,16,18,1,3,4539048,16
0,30,38,1,2,8751244,14
0,64,154,1,2,36205974,22
0,94,103,1,73,23974340,71
0,18,41,1,2,7342081,9
0,88,94,1,39,24564110,85
0,34,39,1,9,9678294,25
0,19,25,1,9,5729195,10
0,8,8,1,3,1880744,6
0,46,46,3,39,9572597,45
0,28,32,1,2,7476922,24
0,14,17,1,7,4655520,9
0,74,88,5,38,20729803,52
0,89,122,1,17,28374677,60
0,25,25,1,3,5246494,24
1,84,134,4,61,29696474,55
0,71,77,1,69,20776244,55
0,46,62,4,7,13787910,31
0,21,32,1,3,6032205,7
0,61,67,1,13,15310983,57
0,121,135,1,49,30778985,101
0,37,101,1,6,21041601,22
0,16,17,1,11,4255618,14
0,5,6,1,4,2002971,4
0,47,71,1,13,16651240,29
0,90,117,1,2,27429643,65
0,38,45,82,25,9820628,37
0,14,17,2,7,3234435,8
0,134,176,1,41,41339281,93
0,31,32,1,8,7221016,26
0,16,105,1,15,29903761,3
0,15,20,1,9,4729050,13
0,22,69,1,7,16658714,14
0,5,5,1,2,1121518,5
0,6,23,1,6,5367615,6
0,79,91,1,65,21553151,75
0,11,11,1,8,2528191,10
0,32,35,1,15,9066329,31
0,33,33,1,7,6798008,33
0,8,8,1,7,1778213,8
0,10,52,3,5,12057237,8
0,24,27,1,16,6026660,22
0,64,196,23,13,38583631,51
0,53,80,4,20,19143450,58
0,79,87,1,26,20094096,70
0,46,64,1,16,14837547,31
0,15,20,1,2,4731874,14
0,11,12,1,6,2675490,11
0,14,20,1,7,4828117,8
0,29,30,2,10,7085538,28
0,14,22,5,2,5739282,9
0,76,96,1,68,22288184,56
0,74,106,1,45,23690167,40
0,71,91,1,6,20053228,54
0,144,176,3,12,40262586,122
0,28,35,1,28,7963185,27
0,67,76,1,42,15955231,33
0,39,57,1,5,16766883,19
1,15,16,1,10,4589465,14
0,24,26,1,15,5686871,20
0,35,54,1,22,17749516,25
0,60,62,2,9,15059250,51
0,36,36,1,3,7914087,35
0,95,127,1,17,35742694,80
0,111,117,2,66,25079551,97
0,90,111,3,4,25542723,60
0,82,120,1,16,27004111,56
0,9,18,1,6,4278631,6
0,114,165,1,54,48042748,66
0,11,16,1,3,3793344,9
0,75,121,2,2,31637159,40
0,29,35,1,14,9058086,27
0,50,53,1,14,13404955,44
0,66,186,2,51,46406687,34
0,108,120,1,49,26280427,98
0,37,43,1,6,9780055,30
0,101,110,1,5,22992131,77
0,26,36,1,20,8444679,18
0,8,8,1,7,1597052,8
0,74,82,2,22,19338197,69
0,20,24,4,12,5187177,16
0,53,132,3,14,27233316,46
0,9,9,1,2,2300023,9
0,99,104,2,73,24349616,82
0,12,12,1,7,3190522,11
0,163,232,1,160,51569038,100
0,5,20,1,2,4091323,5
0,7,7,1,4,1665715,7
0,44,55,2,5,12419329,34
0,20,28,1,3,5650988,19
0,100,112,1,8,25677644,88
0,42,79,1,14,19136658,28
0,21,21,1,2,4690428,21
0,75,86,1,19,19951242,59
0,47,101,1,3,23465191,34
0,46,80,1,5,18211700,26
0,35,36,1,7,9048589,32
0,72,79,1,37,18155847,64
0,22,22,1,2,4777021,19
1,21,28,3,2,6244191,21
0,23,25,1,3,5589363,22
0,17,21,1,4,3886975,17
0,28,29,2,2,7134504,25
0,51,55,1,20,13062302,31
0,8,36,1,3,15273825,3
0,5,8,1,2,1771818,3
0,14,15,1,6,3249409,11
0,87,102,1,4,25495299,66
0,31,35,2,6,6973288,18
0,32,35,1,12,8097318,30
0,40,47,1,34,11127795,32
0,146,212,4,25,47101021,99
0,45,60,2,4,14464245,33
0,13,15,1,7,3556320,10
0,68,146,2,13,29183178,24
0,37,38,1,3,9354755,34
0,28,40,2,8,10940019,22
0,27,29,1,3,7260645,20
0,14,16,1,3,3701742,12
